date,traffic,newsTitle,predicted_label,score,general_label
2016-11-28,"5,000+",Le site de téléchargement illégal de musique de films et de jeux Zone Téléchargement a été fermé a annoncé lundi 28 novembre la gendarmerie nationale Il sagit dune des plateformes françaises de téléchargement illégal les plus importantes si ce n,media and entertainment,0.9889168739318848,Entertainment
2016-11-29,"5,000+",Anthony Michael Halls neighbor Richard Samson says he is still recovering from injuries caused by the Breakfast Club actor 48 who is currently facing a charge of felony battery with serious bodily injury after an alleged altercation with Samson,crime,0.7632187604904175,Accident
2016-11-29,"5,000+",All aboard the CP Holiday Train Hundreds gathered at Lambton Yard Monday night as the annual Canadian Pacific Holiday Train rolled through on its holiday route The freight train was decked out in thousands of twinkling Christmas lights which made,travel,0.8595972657203674,Lifestyle
2016-11-29,"10,000+",It happened just after 3 oclock Tuesday afternoon and took about an hour before crews could lift up the train to release the man He remains in hospital in lifethreatening condition Calgary Transit was reporting significant delays Tuesday afternoon,accident,0.8931039571762085,Accident
2016-11-29,"5,000+",The Canadian Forces pilot killed in Mondays fighter jet crash near Cold Lake Alta was engaged to be married and was about to begin training for a higher command position Capt Thomas McQueen of Hamilton Ont was a 10year Royal Canadian Air,military,0.9520937204360962,Geopolitical
2016-11-29,"100,000+",Medellins airport confirmed that the aircraft which made a stop in Bolivia was transporting the first division Chapecoense team from southern Brazil The team was scheduled to play on Wednesday in the first of a twogame Copa Sudamericana final,travel,0.7581539154052734,Lifestyle
2016-11-29,"20,000+",Though rumors that the couple have been expecting a child have been following them since well the second they got together the rumors were confirmed in a pretty succinct way a pregnant Cheryl showed off her growing stomach while the two were out in,celebrity,0.6507850885391235,Entertainment
2016-11-29,"5,000+",Former Playmate Dani Mathers pleaded not guilty on Monday to a misdemeanor count of invasion of privacy for surreptitiously taking a photo of a naked woman in her gym locker room and posting it on social media In July Mathers posted to Snapchat the,crime,0.6008336544036865,Accident
2016-11-29,"10,000+",ATLANTA  Country music icon Dolly Parton says shes heartbroken about wildfires that tore through the Tennessee county where she grew up but spared the Dollywood theme park that bears her name In a statement released Tuesday by her publicists,tragedy,0.9361976385116576,Accident
2016-11-29,"5,000+",Donald Trump has nominated former labor secretary Elaine Chao to be his transportation secretary the campaign announced on Tuesday Chao became the first Asian American woman to hold a position in the cabinet when she served as labor secretary,travel,0.8900225758552551,Lifestyle
2016-11-29,"20,000+",Flames surrounded Gatlinburg Tenn as a wildfire burned in and near the Great Smoky Mountains National Park Smoke choked the streets and residents were forced to evacuate the surrounding areas By ELSA BUTLER on Publish Date November 29,tragedy,0.8075384497642517,Accident
2016-11-29,"5,000+",By Laura DaSilva CBC News Posted Nov 29 2016 500 AM ET Last Updated Nov 29 2016 500 AM ET Engage and Change founder Jody Steinhauer gives survival kits to homeless people in the GTA Shes thrilled to be a listed charity for Giving Tuesday,food,0.5992178916931152,Lifestyle
2016-11-29,"5,000+",Guy Drouin est mort lundi soir à lHôtelDieu de Québec  dun cancer foudroyant  confirme Marjolaine De Sa directrice des ventes pour le Village Vacances Valcartier Lentreprise doit inaugurer samedi le nouveau Bora Parc un projet de 70 millions,tragedy,0.9487397074699402,Accident
2016-11-29,"50,000+",The Trudeau governments approval of the Kinder Morgan Trans Mountain pipeline expansion is meeting fierce opposition in BC including a vow from the TsleilWaututh First Nation that this is the beginning of a long battle to stop the project Prime,environment,0.7917656898498535,Lifestyle
2016-11-29,"20,000+",Leah Remini Scientology and the Aftermath seems to be aimed at an entirely different audience mired as it is in the reality and truecrime formats of shows like Intervention and The First 48 Almost everything Remini reveals in the shows first,crime,0.8594586253166199,Accident
2016-11-29,"10,000+",Google has rolled out a new doodle to celebrate what would have been the 184th birthday of Louisa May Alcott the beloved US author who penned the classic childrens novel Little Women Alcott a suffragist abolitionist and feminist as well as a,history,0.7304680347442627,Intellectualism
2016-11-29,"5,000+",School bus service has been cancelled for all school boards in Ottawa and the surrounding area after freezing rain started to fall early Tuesday morning School buses are cancelled for The OttawaCarleton District School Board The Ottawa Catholic,bussiness,0.9627572894096376,
2016-11-29,"5,000+",A murder mystery a buff Archie and plenty of teen angst are what a new Riverdale promo is selling The CWs take on the Archie comics is a presentday slightly melodramatic look at Archie and the gang in their hometown of Riverdale a place,crime,0.9964368343353271,Accident
2016-11-29,"5,000+",New details are emerging in the case of Sherri Papini the California mom who mysteriously vanished in early November before being found allegedly beaten but alive along a rural road on Thanksgiving Day Papini a 34yearold mother of two was,crime,0.7658087611198425,Accident
2016-11-30,"5,000+",Uber will resume operations in Calgary on Dec 6 provided a temporary injunction is lifted company and city officials said Wednesday Uber asked us yesterday whether we would lift the injunction We responded to them last night saying yes we are,technology,0.4710394442081451,Technology and Science
2016-11-30,"5,000+",After revealing in her upcoming memoir The Princess Diarist that she and Harrison Ford had an affair while filming Star Wars A New Hope in 1976  when he was 33 and she was 19  Carrie Fisher has a feeling her former costar may not be thrilled with,celebrity,0.7046545743942261,Entertainment
2016-11-30,"10,000+",There was a lot of talk but no action in the Edwin Encarnacion freeagent sweepstakes With the major league collective agreement set to expire at midnight Wednesday and talks going down to the wire many potential suitors for Encarnacion and other,sports,0.7841624021530151,Entertainment
2016-11-30,"5,000+",The toy elf is sold with the companion book Elf on the Shelf A Christmas Tradition available from book stores and online through sites like amazoncom and the story is that its his job to watch over your kids and report to Santa each night on,media and entertainment,0.5151597261428833,Entertainment
2016-11-30,"10,000+",Country superstar Garth Brooks is returning to Edmonton next year to play an arena show here for the first time in nearly a generation On Feb 18 2017 the man who embodied the hotcountry hatact era of KISSinspiredfireworks twang will play,celebrity,0.8206835985183716,Entertainment
2016-11-30,"5,000+",Cricketer Yuvraj Singh and modelturnedactress Hazel Keech on Wednesday exchanged wedding vows at the spiritual dera of Baba Ram Singh Ganduan Wale in village Duffera on SirhindChandigarh Road here After the Anand Karaj ceremony the,celebrity,0.8041502237319946,Entertainment
2016-11-30,"5,000+",Google has often used its homepage Doodle to celebrate famous but perhaps lesser known figures from science and world history and Wednesday it stayed true to form by honoring scientist and pioneer Jagdish Chandra Bose on his 158th birthday Bose,history,0.8016888499259949,Intellectualism
2016-11-30,"10,000+",In case you were wondering yes Jennifer Anistons life is just like a romcom The actress stopped by The Ellen DeGeneres Show to talk about tabloids the expectations of motherhood and to play charades But while on the famous couch Aniston also,media and entertainment,0.8504623770713806,Entertainment
2016-11-30,"20,000+",Keo Woolford an actor bestknown for appearing on Hawaii Five0 as Detective James Chang has died at the age of 49 Woolford a native of Honolulu died on Monday at a hospital in Hawaii three days after suffering a stroke his publicist Tracy Larrua,celebrity,0.9134259223937988,Entertainment
2016-11-30,"5,000+",As a Liverpool fan Im encouraged by West Hams defending but a little dispirited at Man Uniteds attacking verve writes Niall Mullen Arent they supposed to be a beaten docket As a rule its best not to write off Manchester United Imagine,sports,0.9062225818634032,Entertainment
2016-11-30,"5,000+",Back in October metalcore band Of Mice  Men announced that they were cancelling the rest of their European tour because frontman Austin Carlile was struggling with complications of Marfan syndrome Fans took to Twitter wishing for Carlile to get,health,0.8434759974479675,Lifestyle
2016-11-30,"10,000+",The Audi 2016 MLS Cup Playoffs are in full flight but soon enough the offseason will be upon us It will officially kick off with the Expansion Draft on Dec 13 Incoming clubs Atlanta United and Minnesota United will each pick five players left,sports,0.5584552884101868,Entertainment
2016-11-30,"10,000+",The captain of the Edmonton Oilers is still eligible to play for Team Canada at the world juniors Tuesday night against the Toronto Maple Leafs McDavid was brilliant in setting up Milan Lucic for a glorious opportunity in the second period He scored,sports,0.4247696995735168,Entertainment
2016-11-30,"5,000+",Sam Oosterhoff the freshlyminted MPP for NiagaraWest Glanbrook offered the information in his introductory scrum with reporters at Queens Park The 19yearold was sworn in Wednesday morning to become the youngest MPP in Ontario history after,politics,0.7795477509498596,Geopolitical
2016-11-30,"5,000+",Presidentelect Donald Trump has named hedge fund manager and Hollywood producer Steven Mnuchin as his Treasury secretary Mnuchin 53 who served as Trumps campaign finance chairman confirmed his appointment Wednesday during a CNBC,media and entertainment,0.9283063411712646,Entertainment
2016-11-30,"20,000+",It is the first child for both Amanda and her actor fiancé Thomas Sadoski who got engaged in September after a whirlwind six month romance A source told Us Weekly at the time Tommy and Amanda recently got engaged and shared the happy news with,celebrity,0.6990311741828918,Entertainment
2016-11-30,"100,000+",After a decade of misery and one final 120minute rollercoaster ride Toronto FC is headed to the MLS Cup final The Reds beat the Montreal Impact 32 in regulation time Wednesday night to send the Eastern Conference final into extra time where goals,history,0.8534843325614929,Intellectualism
2016-11-30,"20,000+",Models display creations during the Victorias Secret Fashion Show inside the Grand Palais in Paris Wednesday Nov 30 2016 The pulsequickening celebrityfilled catwalk event of the year  the Victorias Secret fashion show takes place in Paris,fashion,0.9808469414711,Lifestyle
2016-11-30,"10,000+",If you havent seen the first episode of the second part of Season 4 of Historys Vikings read no further Rather than ending the first part of Vikings Season 4 with Ragnars defeat showrunner Michael Hirst decided to show us what happens after,history,0.8058906197547913,Intellectualism
2016-11-30,"20,000+",The deal sent the January contract for West Texas Intermediate crude higher by 421 to US4944 per barrel amid optimism that a smaller global supply will help drive up oil prices The last time a barrel was priced above the US50 mark was on Oct 24,bussiness,0.4086145162582397,
2016-12-01,"5,000+",This morning kids are tearing into their store bought Advent calendars  but Andy Petersons children are doing the countdown to Christmas differently with a homemade Advent their father made 12 years ago At 29 Peterson sewed his own Advent,history,0.6246074438095093,Intellectualism
2016-12-01,"5,000+",Thursday December 1 2016 1259 PM  November has been exceptionally warm in many areas of the US with much higher than average temperatures affecting the region from the northern Rockies across the northern Plains and into the western Great,environment,0.4657429158687591,Lifestyle
2016-12-01,"5,000+",Emily Ratajkowski shot to fame after stripping off for Robin Thickes Blurred Lines video in 2013 But the 25yearold was covered headtotoe after slamming photographer Jonathan Leder for publishing previously unseen naked photos of her My body my,celebrity,0.6284836530685425,Entertainment
2016-12-01,"5,000+",The man once known as the King of Laval is on his way to jail tonight Gilles Vaillancourt who ran Quebecs thirdlargest city for more than two decades pleaded guilty Thursday to fraud breach of trust and conspiracy to commit fraud dating back,crime,0.9545099139213562,Accident
2016-12-01,"20,000+",Hier plusieurs entreprises de la rue Rocheleau à Drummondville déploraient le manque douverture dHydroQuébec qui devait effectuer des travaux mardi prochain Cette interruption de service causait des maux de tête aux entrepreneurs qui navaient,accident,0.6579145789146423,Accident
2016-12-01,"5,000+",Just two months ago J Cole claimed that his performance at Meadows Fest in New York would be his last show for a very long time At the time it was uncertain as to why he was stepping away for the limelight but an iTunes preorder page hints that,celebrity,0.7974244356155396,Entertainment
2016-12-01,"5,000+",US Presidentelect Donald Trump said on Thursday night he would nominate retired Marine Corps General James Mattis known as Mad Dog and renowned for his tough talk and battlefield experience in Iraq and Afghanistan to lead the Pentagon We are,military,0.8983979821205139,Geopolitical
2016-12-01,"20,000+",Running back Joe McKnight who played for the Saskatchewan Roughriders following seasons in the NFL was shot and killed Thursday in a suburb of New Orleans A local law enforcement official confirmed McKnight 28 was the victim of a homicide,tragedy,0.9202471375465392,Accident
2016-12-01,"5,000+",Kodak Black is heading home after reportedly paying 100000 bail in South Carolina according to the Sun Sentinel The rapper took to Instagram Thursday afternoon to confirm to his fans that he was leaving jail Im happy to finally be going home to,celebrity,0.8543716669082642,Entertainment
2016-12-01,"5,000+",As soon as Lyla mentioned the Dominators had been to Earth before in 1951 I knew and Im assuming many of you did too the Legends installment would inevitably take characters to 1951 It was either that or traveling way into the future to talk,travel,0.8899456262588501,Lifestyle
2016-12-01,"5,000+",Congrats Liam and Cheryl Cheryl opted for a clinging jumper dress  leaving no mistaking that she is withchild Rex Features 3 Cheryl opted for a clinging jumper dress  leaving no mistaking that she is withchild Another added Based on looking,celebrity,0.9342363476753236,Entertainment
2016-12-01,"50,000+",Nights like this is what I was hoping for when I visited here almost a year ago said Moor a 12yearMLS veteran Obviously having been in the league as long as TFCs been around I know their history well and I couldnt be more proud to be a part,sports,0.8047059774398804,Entertainment
2016-12-01,"5,000+",Remember Martin Shkreli Hes the socalled pharma bro who was dubbed the worlds most hated man and a symbol of corporate greed when he hiked the price of a lifesaving drug from US1350 to 750 per tablet after his company Turing,health,0.8550893664360046,Lifestyle
2016-12-01,"5,000+",LAKE BUENA VISTA Fla  Scott Parel shot a 3under 69 on Thursday to take the thirdround lead in the PGA Tour Champions qualifying tournament The top five finishers Friday will be fully exempt and Nos 630 and ties will get associate membership,sports,0.3052135705947876,Entertainment
2016-12-01,"5,000+",Its time for The Game Awards and you can watch the show right here on this page Games like Uncharted 4 Firewatch and Inside are up for some pretty big accolades but thats not all thats on tap Metal Gear mastermind Hideo Kojima is scheduled to,media and entertainment,0.8413376212120056,Entertainment
2016-12-01,"20,000+",Tiger Woods hit a oneoverpar 73 on his return to competitive golf at the Hero World Challenge in the Bahamas The 14time major champion who has twice undergone surgery during 15 months out is nine shots off the pace set by fellow American JB,sports,0.5925435423851013,Entertainment
2016-12-01,"20,000+",Conservative commentator Tomi Lahren clashed with The Daily Show host Trevor Noah in an extended 25minute debate Wednesday night The conversation centered on the Black Lives Matter movement and the efficacy of political protesting But the,politics,0.825395941734314,Geopolitical
2016-12-02,"10,000+",Air Miles has roughly 17 million individual cardholders and saw a 15percent increase in the number of Miles redeemed for rewards in the first nine months of this year as the expiry deadline approached Mississauga resident Michelle Garcia rushed to,travel,0.8677530288696289,Lifestyle
2016-12-02,"5,000+",WELLAND Ont  Police in Ontario have issued an Amber Alert for a nineyearold girl Niagara Regional Police say Layla Sabry is believed to have been abducted They describe Sabry as white about fourfoottwo with a thin build brown hair and,crime,0.7668941020965576,Accident
2016-12-02,"5,000+",LONDONComic actor Andrew Sachs known primarily for his role as the wellintentioned but somewhat dim character of Manuel in the 1970s comedy Fawlty Towers has died He was 86 and had been suffering from vascular dementia Actor John Cleese,media and entertainment,0.3894371092319488,Entertainment
2016-12-02,"5,000+",Its hard to believe that Britney Spears turns 35 today Doesnt it seem like just yesterday that she was dancing around in a classroom in a Catholic schoolgirl uniform pink pompoms in her hair Since then there have been plenty of highs and lows in,celebrity,0.9265965223312378,Entertainment
2016-12-02,"5,000+",CHRISTCHURCH NEW ZEALANDBuzz Aldrin had an unexpected bedside visit from NASA Deputy Administrator Dava Newman on Saturday as he continued to recover in a New Zealand hospital from his medical evacuation from the South Pole Aldrin the,religion,0.8176952004432678,Intellectualism
2016-12-02,"10,000+",You could argue that Childish Gambino became a great hiphop artist when he stopped rapping but that would be unfair Over the course of two albums and a handful of mixtapes the artist also known as actor and screenwriter Donald Glover has proven,media and entertainment,0.7790791988372803,Entertainment
2016-12-02,"5,000+",Le crossover entre Arrow Flash Supergirl et Legends of Tomorrow lapparition de Christopher Doc Lloyd dans The Big Bang Theory ou la scène douverture choc de Jour polaire On a passé en revue la semaine séries et on a retenu le meilleur,media and entertainment,0.9832303524017334,Entertainment
2016-12-02,"20,000+",Lets get this out of the way Death Strandings new trailer at The Game Awards although beautiful dramatic and instantly unforgettable didnt make a whole lot of sense Havent seen it yet Take a minute or two to watch below Youll see what we mean,tragedy,0.9359002113342284,Accident
2016-12-02,"5,000+",Despite their breakup over a year ago Andrew Garfield still loves Emma Stone In a roundtable discussion with several other actors for The Hollywood Reporter Garfield 33 answered the final question Youre on a desert island and can have one,media and entertainment,0.498575896024704,Entertainment
2016-12-02,"5,000+",Fridays opening of the Evergreen Line is sure to have many commuters excited but geologists have been excited about the Evergreen Line for a different reason science Lionel Jackson is an adjunct professor at SFUs Department of Earth Sciences and,science,0.9363990426063538,Technology and Science
2016-12-02,"5,000+",Houston outlasted Golden State in double overtime 132127 and ended the Warriors 12game winning streak on Thursday led by a triple double from James Harden Harden notched his fourth tripledouble of the season with 29 points 15 rebounds and 13,sports,0.752619743347168,Entertainment
2016-12-02,"5,000+",Kourtney Kardashian and Scott Disick have reconciled more than a year after she broke up with him But what does this mean While they have been romantically involved recently they are taking it one day at a time E News has learned exclusively,celebrity,0.6757088899612427,Entertainment
2016-12-02,"10,000+",Update December 2 2016 400 PM Mila Kunis and Ashton Kutcher announced the name of their newborn son on A Plus a digital media platform which counts Kutcher as an investor Friday afternoon The new babys name is Dimitri Portwood Kutcher,media and entertainment,0.8150203227996826,Entertainment
2016-12-02,"20,000+",Just five days after he fulfilled his childhood dream of winning the Formula One world drivers championship Nico Rosberg unexpectedly announced on Friday that he was retiring from racing It was the first time a reigning champion had decided to leave,sports,0.7115985751152039,Entertainment
2016-12-02,"20,000+",Parks Canada staff said earlier this year they anticipated overwhelming interest in the free passes In Banff National Park in Alberta park staff have already been advising people to book early and consider less popular times and places to visit in,travel,0.8686679601669312,Lifestyle
2016-12-02,"5,000+",US Presidentelect Donald Trump has spoken directly with the president of Taiwan  breaking with US policy set in 1979 when formal relations were cut Mr Trumps transition team said he and Tsai Ingwen noted close economic political and security,politics,0.6643396019935608,Geopolitical
2016-12-02,"5,000+",I know that the premise of The Belko Experiment is supposed to force us all into some kind of painful moral dilemma about the true worth of an individuals life but come on I think we all know what wed do in this situation Sorry Steve from sales,tragedy,0.6359843611717224,Accident
2016-12-02,"5,000+",An ancient force is stirring Yes as old as the hills and possessed of a strange unearthly power Tom Cruise takes the lead role in yet another adaptation of Universal Studioss classic monster movie The Mummy And judging from this mornings very,history,0.9463385939598083,Intellectualism
2016-12-02,"5,000+",Un homme de 49 ans a été accusé cet aprèsmidi au palais de justice de MontJoli dans le BasSaintLaurent pour voies de fait graves sur un bébé de trois mois Gilles Laporte de SainteLuce a été arrêté hier par le Service des enquêtes sur les,crime,0.9242821931838988,Accident
2016-12-02,"5,000+",It was either that or go sit on the bench Byfuglien said on Friday before the Jets departed for a twogame road trip that features Central Division games against the St Louis Blues and Chicago Blackhawks Does Byfuglien expect to continue to be,travel,0.9034878611564636,Lifestyle
2016-12-03,"5,000+",How did we get to this point It all started a couple of weeks ago when the 2016 XXL Freshman gushed over Kylie Jenner on Instagram causing fans to go in on T Raww The Atlanta rapper then doubled up telling TMZ cameras hed tear that ass up,celebrity,0.9069302082061768,Entertainment
2016-12-03,"5,000+",Seasons may change and Instagram might let celebrities disable comments now but Twitter trolls will never stop coming for Amy Schumer Apparently a steady diet of misogyny and selfhatred does do a body good The Trainwreck star is currently in,media and entertainment,0.7786611318588257,Entertainment
2016-12-03,"5,000+",November proved no problem for Arsenal and December is off to a brilliant start Even with a number of players out anythings possible if Sánchez can stay fit and in this kind of form West Ham have been even more unlucky with injuries and are,sports,0.6718834638595581,Entertainment
2016-12-03,"50,000+",Sergio Ramos scored a stoppagetime equaliser after Luis Suarezs headed opener for Barca But who was brilliant in the first half and faded badly Which players were only good enough for 410 Who was man of the match Its our El Clasico player ratings,sports,0.845394492149353,Entertainment
2016-12-03,"5,000+",Marvel just released a new teaser trailer for Guardians of the Galaxy 2 and its packed with plenty of action humor and classic rock We got our first brief look at the movie back in October but this new trailer gives us a great look at the entire,media and entertainment,0.7360386848449707,Entertainment
2016-12-03,"5,000+",Lhumoriste Martin Matte na visiblement pas apprécié les propos de son collègue Guillaume Wagner quant à son implication dans certaines campagnes de publicité Matte sest défendu sur le plateau de Deux hommes en or diffusé à Télé Québec,media and entertainment,0.7590517401695251,Entertainment
2016-12-03,"5,000+",Its a Wonderful Life makes an effective stage piece as far as it goes Yet it stops short of transforming the storys emotions and drama into arresting music theater For all its liveliness and theatrical impact HGOs production cant make up for an,media and entertainment,0.3875227272510528,Entertainment
2016-12-03,"5,000+",Tonight CNN airs the documentary Enlighten Us The Rise and Fall of James Arthur Ray The film is a cautionary tale of a narcissistic and charismatic man Born the son of a holy roller protestant minister he used his genetic snake oil salesman gifts,tragedy,0.6140198707580566,Accident
2016-12-03,"5,000+",In an interview with Coming Soon Jon Favreau spoke about the behindthescenes process of bringing The Jungle Book to life for the hit 2016 film Here are highlights On having the film pitched to him I has just done Chef and Chef came on the,media and entertainment,0.7834442257881165,Entertainment
2016-12-03,"10,000+",LOS ANGELES  Last Tango in Paris director Bernardo Bertolucci confessed that he and Marlon Brando conspired against actress Maria Schneider during a rape scene in which the actor used a stick of butter as lubricant to simulate sex The director,crime,0.9372527599334716,Accident
2016-12-03,"20,000+",A 40yearold Toronto neurosurgeon Mohammed Shamji was arrested Friday night at a coffee shop in Mississauga Ont just west of Toronto and charged with firstdegree murder He appeared in court Saturday morning and local media reported that he,crime,0.7833040356636047,Accident
2016-12-03,"5,000+",OAKLAND  In what may be the deadliest structure fire in Oaklands history at least nine people died in a blaze that broke out late Friday at an electronic music party at a Fruitvale district livework space and firefighters as of late Saturday,tragedy,0.9534278512001038,Accident
2016-12-03,"5,000+",Life is understandably scary now for Sherri Papini the California mom who in early November mysteriously vanished for 22 days after she left her home for a routine jog before appearing Thanksgiving morning on the side of a road chained beaten and,tragedy,0.8398354053497314,Accident
2016-12-03,"20,000+",When Joel shows up the camera pans over to reveal a body on the bloody ground What are you doing kiddo he asks You really gonna go through with this Ellie sets the guitar down Im gonna find and Im gonna kill every last one of them she,crime,0.859190046787262,Accident
2016-12-03,"5,000+",Daytonight makeup is one of our favorite beauty tricks and by now weve pretty much perfected the process Basically it involves piling more makeup on top of our existing makeup We add another coat of eyeliner intensify our lids darken our,celebrity,0.1089662238955497,Entertainment
2016-12-04,"5,000+",LAS VEGAS  Joseph Benavidez said its finally time for him to get a third shot at UFC flyweight champion Demetrious Johnson With two title losses to Johnson 2521 MMA 1311 UFC already on his record Benavidez 254 MMA 122 UFC has been,sports,0.7890869379043579,Entertainment
2016-12-04,"5,000+",But on Sunday the Detroit Lions pulled out the stops on Drew Brees in his building In a 2813 win over the New Orleans Saints in the MercedesBenz Superdome to improve to 84 the Lions took an early lead and never looked back ramping up the,sports,0.8974513411521912,Entertainment
2016-12-04,"10,000+",A third of the way into a turnaround season for the Edmonton Oilers I think its fair to say that the NHL club does not yet know exactly what it has in Jesse Puljujarvi Universally rated the 3 prospect this past June  and a member in good standing,sports,0.4385434985160827,Entertainment
2016-12-04,"5,000+",Quiconque aura eu un jour la chance de croiser le brave et généreux Gotlib comme lappelait René Goscinny se souviendra avec tendresse dun homme dune gentillesse inouïe au sourire contagieux et à lhumanité parfaite qui ne se rendit jamais,celebrity,0.6828705072402954,Entertainment
2016-12-04,"20,000+",The euro tumbled in early Asian trade on Monday after Italian Prime Minister Matteo Renzi said he would resign after conceding defeat in a referendum over his plan to reform the constitution The euro dropped 13 per cent to 10505 US falling below,politics,0.6864109635353088,Geopolitical
2016-12-04,"5,000+",Large crowds are gathering outside a Chennai hospital after the chief minister of the south Indian state of Tamil Nadu J Jayalalitha suffered a heart attack on Sunday night The news has sparked fresh fears about her condition as Ms Jayalalitha has,tragedy,0.8763610124588013,Accident
2016-12-04,"5,000+",SO cute Danneel Harris Ackles has officially given birth to twins and we cannot even imagine how thrilled she and her hubby Supernaturals Jensen Ackles must be The two welcomed a baby boy AND a baby girl making babies 2  3 for the CW acting,celebrity,0.7906026244163513,Entertainment
2016-12-04,"5,000+",Liverpool fans would have been worried when Joel Matip was ruled out of their trip to Bournemouth with an ankle injury and their fears proved justified as the Reds capitulated on the south coast Adam Bate examines the stats that highlight the,sports,0.6545930504798889,Entertainment
2016-12-04,"10,000+",Edmonton Oilers Drake Caggiula 36 Patrick Maroon 19 Ryan NugentHopkins 93 and Oscar Klefbom 77 celebrate a goal during second period NHL action against the Anaheim Ducks in Edmonton Alta on Saturday December 3 2016 JASON,sports,0.519791841506958,Entertainment
2016-12-04,"5,000+",Spectators lined downtown Vancouver streets Sunday under rare fair skies for the 13th annual Rogers Santa Claus Parade This years parade featured more than 3500 participants including more than 50 marching bands choirs festive floats and,environment,0.4196757376194,Lifestyle
2016-12-04,"5,000+",Il a une grande gueule et on aime ça cest comme ça qua été présenté le metteur en scène Serge Denoncourt lors de son arrivée sur le plateau de Tout le monde en parle dimanche soir Connu pour sa personnalité forte son franc parlé et ses nombreux,travel,0.8964138627052307,Lifestyle
2016-12-04,"20,000+",For Mendes second performance the singer strapped on his guitar trotted out hit Hot 100 Top 10 hit Treat You Better Never been so emotionally consumed in a song in my life Thank you nbcsnl Thank you guys for getting me here Mendes tweeted,celebrity,0.5547235012054443,Entertainment
2016-12-04,"20,000+",Then each time BaldwinasTrump tries to refocus on the task at hand he gets sidetracked by yet another tweet that he feels the urge to retweet At one point he tells McKinnons Conway that he really will bunker down so that he can build that swamp,politics,0.7943996787071228,Geopolitical
2016-12-04,"20,000+",Standing Rock protesters celebrated Sunday as news broke that construction of the controversial Dakota Access Pipeline near their territory has been halted Moira Kelley a spokeswoman for US Army Corps of Engineers a federal agency said in a news,environment,0.4444976449012756,Lifestyle
2016-12-04,"5,000+",Marvel may have kicked off the current expanded cinematic universe craze but the concept arguably started back with the classic Universal Pictures horror films  and the studio is hoping that the first trailer for The Mummy will be the beginning of a,media and entertainment,0.8582282066345215,Entertainment
