date,score
2012-05-03,90
2012-05-04,79
2012-05-05,54
2012-05-06,61
2012-05-07,87
2012-05-08,91
2012-05-09,81
2012-05-10,84
2012-05-11,74
2012-05-12,45
2012-05-13,48
2012-05-14,69
2012-05-15,73
2012-05-16,73
2012-05-17,77
2012-05-18,59
2012-05-19,42
2012-05-20,46
2012-05-21,61
2012-05-22,63
2012-05-23,63
2012-05-24,69
2012-05-25,56
2012-05-26,36
2012-05-27,36
2012-05-28,40
2012-05-29,60
2012-05-30,63
2012-05-31,61
2012-06-01,60
2012-06-02,42
2012-06-03,47
2012-06-04,61
2012-06-05,58
2012-06-06,56
2012-06-07,58
2012-06-08,50
2012-06-09,40
2012-06-10,44
2012-06-11,55
2012-06-12,58
2012-06-13,57
2012-06-14,58
2012-06-15,50
2012-06-16,35
2012-06-17,37
2012-06-18,50
2012-06-19,51
2012-06-20,50
2012-06-21,49
2012-06-22,45
2012-06-23,36
2012-06-24,37
2012-06-25,46
2012-06-26,49
2012-06-27,50
2012-06-28,56
2012-06-29,47
2012-06-30,34
2012-07-01,35
2012-07-02,46
2012-07-03,47
2012-07-04,31
2012-07-05,42
2012-07-06,50
2012-07-07,38
2012-07-08,40
2012-07-09,54
2012-07-10,54
2012-07-11,58
2012-07-12,56
2012-07-13,48
2012-07-14,38
2012-07-15,41
2012-07-16,54
2012-07-17,63
2012-07-18,61
2012-07-19,51
2012-07-20,45
2012-07-21,36
2012-07-22,43
2012-07-23,55
2012-07-24,56
2012-07-25,54
2012-07-26,54
2012-07-27,54
2012-07-28,37
2012-07-29,39
2012-07-30,48
2012-07-31,50
2012-08-01,50
2012-08-02,40
2012-08-03,48
2012-08-04,37
2012-08-05,30
2012-08-06,36
2012-08-07,39
2012-08-08,38
2012-08-09,38
2012-08-10,35
2012-08-11,30
2012-08-12,32
2012-08-13,42
2012-08-14,42
2012-08-15,45
2012-08-16,40
2012-08-17,38
2012-08-18,28
2012-08-19,33
2012-08-20,41
2012-08-21,46
2012-08-22,48
2012-08-23,49
2012-08-24,45
2012-08-25,33
2012-08-26,36
2012-08-27,49
2012-08-28,53
2012-08-29,60
2012-08-30,60
2012-08-31,54
2012-09-01,36
2012-09-02,39
2012-09-03,42
2012-09-04,61
2012-09-05,70
2012-09-06,76
2012-09-07,70
2012-09-08,44
2012-09-09,62
2012-09-10,67
2012-09-11,67
2012-09-12,68
2012-09-13,72
2012-09-14,59
2012-09-15,44
2012-09-16,52
2012-09-17,72
2012-09-18,73
2012-09-19,72
2012-09-20,72
2012-09-21,62
2012-09-22,43
2012-09-23,50
2012-09-24,77
2012-09-25,73
2012-09-26,74
2012-09-27,76
2012-09-28,61
2012-09-29,40
2012-09-30,51
2012-10-01,75
2012-10-02,77
2012-10-03,74
2012-10-04,88
2012-10-05,69
2012-10-06,42
2012-10-07,47
2012-10-08,62
2012-10-09,63
2012-10-10,73
2012-10-11,73
2012-10-12,59
2012-10-13,41
2012-10-14,49
2012-10-15,68
2012-10-16,73
2012-10-17,82
2012-10-18,76
2012-10-19,82
2012-10-20,48
2012-10-21,55
2012-10-22,68
2012-10-23,72
2012-10-24,66
2012-10-25,67
2012-10-26,59
2012-10-27,39
2012-10-28,47
2012-10-29,62
2012-10-30,58
2012-10-31,62
2012-11-01,65
2012-11-02,63
2012-11-03,40
2012-11-04,49
2012-11-05,66
2012-11-06,69
2012-11-07,100
2012-11-08,78
2012-11-09,60
2012-11-10,41
2012-11-11,44
2012-11-12,60
2012-11-13,70
2012-11-14,71
2012-11-15,75
2012-11-16,60
2012-11-17,36
2012-11-18,40
2012-11-19,61
2012-11-20,54
2012-11-21,38
2012-11-22,24
2012-11-23,28
2012-11-24,33
2012-11-25,41
2012-11-26,57
2012-11-27,63
2012-11-28,68
2012-11-29,66
2012-11-30,64
2012-12-01,41
2012-12-02,46
2012-12-03,65
2012-12-04,73
2012-12-05,77
2012-12-06,75
2012-12-07,66
2012-12-08,47
2012-12-09,51
2012-12-10,78
2012-12-11,80
2012-12-12,77
2012-12-13,70
2012-12-14,56
2012-12-15,39
2012-12-16,40
2012-12-17,54
2012-12-18,51
2012-12-19,47
2012-12-20,43
2012-12-21,35
2012-12-22,23
2012-12-23,22
2012-12-24,22
2012-12-25,19
2012-12-26,24
2012-12-27,29
2012-12-28,29
2012-12-29,27
2012-12-30,24
2012-12-31,33
2013-01-01,29
2013-01-02,41
2013-01-03,40
2013-01-04,42
2013-01-05,28
2013-01-06,28
2013-01-07,42
2013-01-08,47
2013-01-09,66
2013-01-10,48
2013-01-11,47
2013-01-12,31
2013-01-13,33
2013-01-14,49
2013-01-15,53
2013-01-16,51
2013-01-17,56
2013-01-18,47
2013-01-19,30
2013-01-20,34
2013-01-21,46
2013-01-22,57
2013-01-23,59
2013-01-24,64
2013-01-25,51
2013-01-26,35
2013-01-27,42
2013-01-28,59
2013-01-29,68
2013-01-30,68
2013-01-31,66
2013-02-01,58
2013-02-02,38
2013-02-03,48
2013-02-04,55
2013-02-05,69
2013-02-06,70
2013-02-07,71
2013-02-08,58
2013-02-09,39
2013-02-10,43
2013-02-11,65
2013-02-12,68
2013-02-13,70
2013-02-14,69
2013-02-15,49
2013-02-16,34
2013-02-17,41
2013-02-18,51
2013-02-19,65
2013-02-20,64
2013-02-21,68
2013-02-22,56
2013-02-23,38
2013-02-24,45
2013-02-25,68
2013-02-26,70
2013-02-27,71
2013-02-28,68
2013-03-01,57
2013-03-02,38
2013-03-03,43
2013-03-04,68
2013-03-05,71
2013-03-06,69
2013-03-07,65
2013-03-08,53
2013-03-09,36
2013-03-10,41
2013-03-11,53
2013-03-12,56
2013-03-13,56
2013-03-14,53
2013-03-15,48
2013-03-16,31
2013-03-17,38
2013-03-18,56
2013-03-19,57
2013-03-20,60
2013-03-21,54
2013-03-22,48
2013-03-23,31
2013-03-24,35
2013-03-25,50
2013-03-26,49
2013-03-27,53
2013-03-28,53
2013-03-29,40
2013-03-30,30
2013-03-31,36
2013-04-01,50
2013-04-02,59
2013-04-03,66
2013-04-04,65
2013-04-05,56
2013-04-06,38
2013-04-07,44
2013-04-08,67
2013-04-09,67
2013-04-10,69
2013-04-11,69
2013-04-12,53
2013-04-13,38
2013-04-14,47
2013-04-15,68
2013-04-16,67
2013-04-17,68
2013-04-18,61
2013-04-19,52
2013-04-20,35
2013-04-21,48
2013-04-22,67
2013-04-23,67
2013-04-24,71
2013-04-25,71
2013-04-26,59
2013-04-27,39
2013-04-28,46
2013-04-29,78
2013-04-30,79
2013-05-01,82
2013-05-02,69
2013-05-03,63
2013-05-04,41
2013-05-05,51
2013-05-06,69
2013-05-07,72
2013-05-08,66
2013-05-09,64
2013-05-10,50
2013-05-11,36
2013-05-12,39
2013-05-13,59
2013-05-14,57
2013-05-15,62
2013-05-16,63
2013-05-17,48
2013-05-18,30
2013-05-19,35
2013-05-20,47
2013-05-21,45
2013-05-22,47
2013-05-23,43
2013-05-24,38
2013-05-25,26
2013-05-26,24
2013-05-27,28
2013-05-28,45
2013-05-29,47
2013-05-30,45
2013-05-31,41
2013-06-01,28
2013-06-02,33
2013-06-03,40
2013-06-04,48
2013-06-05,43
2013-06-06,43
2013-06-07,43
2013-06-08,28
2013-06-09,31
2013-06-10,40
2013-06-11,41
2013-06-12,40
2013-06-13,41
2013-06-14,32
2013-06-15,26
2013-06-16,27
2013-06-17,38
2013-06-18,38
2013-06-19,39
2013-06-20,36
2013-06-21,33
2013-06-22,26
2013-06-23,27
2013-06-24,37
2013-06-25,35
2013-06-26,38
2013-06-27,35
2013-06-28,30
2013-06-29,24
2013-06-30,27
2013-07-01,35
2013-07-02,34
2013-07-03,33
2013-07-04,22
2013-07-05,27
2013-07-06,26
2013-07-07,28
2013-07-08,36
2013-07-09,37
2013-07-10,37
2013-07-11,38
2013-07-12,34
2013-07-13,26
2013-07-14,27
2013-07-15,37
2013-07-16,38
2013-07-17,38
2013-07-18,37
2013-07-19,34
2013-07-20,26
2013-07-21,28
2013-07-22,38
2013-07-23,38
2013-07-24,38
2013-07-25,37
2013-07-26,35
2013-07-27,28
2013-07-28,31
2013-07-29,36
2013-07-30,39
2013-07-31,40
2013-08-01,37
2013-08-02,37
2013-08-03,27
2013-08-04,26
2013-08-05,34
2013-08-06,36
2013-08-07,36
2013-08-08,36
2013-08-09,34
2013-08-10,25
2013-08-11,28
2013-08-12,34
2013-08-13,39
2013-08-14,38
2013-08-15,37
2013-08-16,33
2013-08-17,25
2013-08-18,26
2013-08-19,36
2013-08-20,38
2013-08-21,43
2013-08-22,42
2013-08-23,42
2013-08-24,26
2013-08-25,30
2013-08-26,44
2013-08-27,53
2013-08-28,53
2013-08-29,52
2013-08-30,46
2013-08-31,28
2013-09-01,32
2013-09-02,38
2013-09-03,55
2013-09-04,60
2013-09-05,60
2013-09-06,52
2013-09-07,35
2013-09-08,45
2013-09-09,62
2013-09-10,65
2013-09-11,62
2013-09-12,68
2013-09-13,56
2013-09-14,37
2013-09-15,49
2013-09-16,75
2013-09-17,74
2013-09-18,70
2013-09-19,72
2013-09-20,58
2013-09-21,37
2013-09-22,45
2013-09-23,72
2013-09-24,77
2013-09-25,74
2013-09-26,75
2013-09-27,56
2013-09-28,37
2013-09-29,45
2013-09-30,73
2013-10-01,78
2013-10-02,76
2013-10-03,75
2013-10-04,59
2013-10-05,37
2013-10-06,45
2013-10-07,74
2013-10-08,82
2013-10-09,100
2013-10-10,82
2013-10-11,57
2013-10-12,37
2013-10-13,44
2013-10-14,67
2013-10-15,68
2013-10-16,78
2013-10-17,76
2013-10-18,58
2013-10-19,38
2013-10-20,46
2013-10-21,67
2013-10-22,73
2013-10-23,74
2013-10-24,66
2013-10-25,55
2013-10-26,36
2013-10-27,42
2013-10-28,73
2013-10-29,73
2013-10-30,74
2013-10-31,66
2013-11-01,52
2013-11-02,37
2013-11-03,43
2013-11-04,68
2013-11-05,69
2013-11-06,67
2013-11-07,69
2013-11-08,55
2013-11-09,36
2013-11-10,42
2013-11-11,59
2013-11-12,68
2013-11-13,70
2013-11-14,71
2013-11-15,63
2013-11-16,37
2013-11-17,43
2013-11-18,66
2013-11-19,67
2013-11-20,69
2013-11-21,66
2013-11-22,55
2013-11-23,34
2013-11-24,38
2013-11-25,54
2013-11-26,52
2013-11-27,39
2013-11-28,25
2013-11-29,28
2013-11-30,34
2013-12-01,39
2013-12-02,73
2013-12-03,83
2013-12-04,87
2013-12-05,95
2013-12-06,80
2013-12-07,51
2013-12-08,60
2013-12-09,99
2013-12-10,100
2013-12-11,94
2013-12-12,97
2013-12-13,75
2013-12-14,51
2013-12-15,57
2013-12-16,80
2013-12-17,82
2013-12-18,67
2013-12-19,62
2013-12-20,50
2013-12-21,30
2013-12-22,28
2013-12-23,30
2013-12-24,28
2013-12-25,23
2013-12-26,28
2013-12-27,29
2013-12-28,27
2013-12-29,27
2013-12-30,33
2013-12-31,35
2014-01-01,29
2014-01-02,39
2014-01-03,37
2014-01-04,30
2014-01-05,33
2014-01-06,50
2014-01-07,56
2014-01-08,57
2014-01-09,53
2014-01-10,58
2014-01-11,35
2014-01-12,40
2014-01-13,59
2014-01-14,70
2014-01-15,66
2014-01-16,66
2014-01-17,60
2014-01-18,35
2014-01-19,40
2014-01-20,48
2014-01-21,66
2014-01-22,69
2014-01-23,71
2014-01-24,64
2014-01-25,43
2014-01-26,50
2014-01-27,69
2014-01-28,79
2014-01-29,79
2014-01-30,82
2014-01-31,65
2014-02-01,44
2014-02-02,57
2014-02-03,75
2014-02-04,83
2014-02-05,71
2014-02-06,78
2014-02-07,68
2014-02-08,46
2014-02-09,52
2014-02-10,88
2014-02-11,86
2014-02-12,81
2014-02-13,71
2014-02-14,60
2014-02-15,40
2014-02-16,49
2014-02-17,66
2014-02-18,80
2014-02-19,87
2014-02-20,87
2014-02-21,69
2014-02-22,44
2014-02-23,53
2014-02-24,89
2014-02-25,94
2014-02-26,88
2014-02-27,87
2014-02-28,68
2014-03-01,40
2014-03-02,46
2014-03-03,76
2014-03-04,75
2014-03-05,83
2014-03-06,84
2014-03-07,67
2014-03-08,39
2014-03-09,47
2014-03-10,69
2014-03-11,70
2014-03-12,71
2014-03-13,66
2014-03-14,60
2014-03-15,39
2014-03-16,45
2014-03-17,67
2014-03-18,68
2014-03-19,73
2014-03-20,68
2014-03-21,60
2014-03-22,36
2014-03-23,45
2014-03-24,66
2014-03-25,72
2014-03-26,74
2014-03-27,71
2014-03-28,56
2014-03-29,35
2014-03-30,51
2014-03-31,69
2014-04-01,71
2014-04-02,75
2014-04-03,70
2014-04-04,64
2014-04-05,40
2014-04-06,45
2014-04-07,72
2014-04-08,76
2014-04-09,78
2014-04-10,75
2014-04-11,58
2014-04-12,37
2014-04-13,45
2014-04-14,83
2014-04-15,71
2014-04-16,75
2014-04-17,66
2014-04-18,52
2014-04-19,37
2014-04-20,44
2014-04-21,70
2014-04-22,83
2014-04-23,77
2014-04-24,77
2014-04-25,62
2014-04-26,43
2014-04-27,52
2014-04-28,82
2014-04-29,82
2014-04-30,88
2014-05-01,92
2014-05-02,68
2014-05-03,45
2014-05-04,63
2014-05-05,87
2014-05-06,83
2014-05-07,81
2014-05-08,77
2014-05-09,58
2014-05-10,39
2014-05-11,43
2014-05-12,64
2014-05-13,68
2014-05-14,62
2014-05-15,73
2014-05-16,55
2014-05-17,33
2014-05-18,37
2014-05-19,55
2014-05-20,50
2014-05-21,53
2014-05-22,53
2014-05-23,46
2014-05-24,29
2014-05-25,27
2014-05-26,30
2014-05-27,46
2014-05-28,53
2014-05-29,53
2014-05-30,48
2014-05-31,31
2014-06-01,33
2014-06-02,48
2014-06-03,48
2014-06-04,50
2014-06-05,51
2014-06-06,59
2014-06-07,33
2014-06-08,33
2014-06-09,47
2014-06-10,47
2014-06-11,48
2014-06-12,46
2014-06-13,37
2014-06-14,27
2014-06-15,30
2014-06-16,38
2014-06-17,41
2014-06-18,42
2014-06-19,40
2014-06-20,35
2014-06-21,29
2014-06-22,30
2014-06-23,39
2014-06-24,40
2014-06-25,46
2014-06-26,41
2014-06-27,36
2014-06-28,28
2014-06-29,28
2014-06-30,37
2014-07-01,38
2014-07-02,41
2014-07-03,40
2014-07-04,26
2014-07-05,24
2014-07-06,29
2014-07-07,39
2014-07-08,40
2014-07-09,40
2014-07-10,41
2014-07-11,36
2014-07-12,29
2014-07-13,30
2014-07-14,39
2014-07-15,43
2014-07-16,43
2014-07-17,41
2014-07-18,37
2014-07-19,28
2014-07-20,31
2014-07-21,39
2014-07-22,40
2014-07-23,41
2014-07-24,40
2014-07-25,38
2014-07-26,31
2014-07-27,32
2014-07-28,39
2014-07-29,41
2014-07-30,42
2014-07-31,42
2014-08-01,37
2014-08-02,29
2014-08-03,31
2014-08-04,41
2014-08-05,43
2014-08-06,42
2014-08-07,43
2014-08-08,37
2014-08-09,31
2014-08-10,30
2014-08-11,41
2014-08-12,44
2014-08-13,43
2014-08-14,45
2014-08-15,43
2014-08-16,30
2014-08-17,31
2014-08-18,42
2014-08-19,51
2014-08-20,47
2014-08-21,54
2014-08-22,51
2014-08-23,33
2014-08-24,36
2014-08-25,55
2014-08-26,64
2014-08-27,59
2014-08-28,61
2014-08-29,62
2014-08-30,33
2014-08-31,38
2014-09-01,42
2014-09-02,62
2014-09-03,71
2014-09-04,78
2014-09-05,67
2014-09-06,42
2014-09-07,53
2014-09-08,74
2014-09-09,78
2014-09-10,85
2014-09-11,79
2014-09-12,68
2014-09-13,43
2014-09-14,57
2014-09-15,83
2014-09-16,88
2014-09-17,86
2014-09-18,86
2014-09-19,68
2014-09-20,41
2014-09-21,54
2014-09-22,85
2014-09-23,87
2014-09-24,85
2014-09-25,83
2014-09-26,69
2014-09-27,43
2014-09-28,54
2014-09-29,89
2014-09-30,96
2014-10-01,89
2014-10-02,86
2014-10-03,71
2014-10-04,45
2014-10-05,51
2014-10-06,79
2014-10-07,86
2014-10-08,89
2014-10-09,88
2014-10-10,67
2014-10-11,42
2014-10-12,47
2014-10-13,74
2014-10-14,74
2014-10-15,81
2014-10-16,80
2014-10-17,65
2014-10-18,41
2014-10-19,51
2014-10-20,79
2014-10-21,82
2014-10-22,84
2014-10-23,81
2014-10-24,66
2014-10-25,40
2014-10-26,47
2014-10-27,79
2014-10-28,82
2014-10-29,88
2014-10-30,85
2014-10-31,64
2014-11-01,38
2014-11-02,49
2014-11-03,81
2014-11-04,82
2014-11-05,87
2014-11-06,89
2014-11-07,67
2014-11-08,39
2014-11-09,47
2014-11-10,72
2014-11-11,70
2014-11-12,82
2014-11-13,86
2014-11-14,68
2014-11-15,38
2014-11-16,50
2014-11-17,78
2014-11-18,84
2014-11-19,76
2014-11-20,78
2014-11-21,66
2014-11-22,37
2014-11-23,46
2014-11-24,69
2014-11-25,64
2014-11-26,44
2014-11-27,27
2014-11-28,32
2014-11-29,36
2014-11-30,45
2014-12-01,71
2014-12-02,80
2014-12-03,85
2014-12-04,87
2014-12-05,76
2014-12-06,52
2014-12-07,57
2014-12-08,100
2014-12-09,94
2014-12-10,94
2014-12-11,96
2014-12-12,79
2014-12-13,48
2014-12-14,51
2014-12-15,81
2014-12-16,79
2014-12-17,71
2014-12-18,68
2014-12-19,48
2014-12-20,29
2014-12-21,29
2014-12-22,36
2014-12-23,37
2014-12-24,28
2014-12-25,25
2014-12-26,24
2014-12-27,25
2014-12-28,25
2014-12-29,32
2014-12-30,31
2014-12-31,33
2015-01-01,24
2015-01-02,31
2015-01-03,29
2015-01-04,30
2015-01-05,50
2015-01-06,56
2015-01-07,60
2015-01-08,56
2015-01-09,56
2015-01-10,32
2015-01-11,35
2015-01-12,54
2015-01-13,63
2015-01-14,65
2015-01-15,66
2015-01-16,59
2015-01-17,34
2015-01-18,36
2015-01-19,48
2015-01-20,68
2015-01-21,77
2015-01-22,80
2015-01-23,68
2015-01-24,41
2015-01-25,46
2015-01-26,68
2015-01-27,77
2015-01-28,76
2015-01-29,84
2015-01-30,67
2015-01-31,42
2015-02-01,47
2015-02-02,69
2015-02-03,86
2015-02-04,87
2015-02-05,83
2015-02-06,70
2015-02-07,43
2015-02-08,50
2015-02-09,80
2015-02-10,88
2015-02-11,89
2015-02-12,85
2015-02-13,65
2015-02-14,36
2015-02-15,45
2015-02-16,60
2015-02-17,71
2015-02-18,78
2015-02-19,80
2015-02-20,65
2015-02-21,42
2015-02-22,52
2015-02-23,80
2015-02-24,84
2015-02-25,84
2015-02-26,80
2015-02-27,61
2015-02-28,42
2015-03-01,44
2015-03-02,82
2015-03-03,82
2015-03-04,82
2015-03-05,84
2015-03-06,69
2015-03-07,38
2015-03-08,44
2015-03-09,69
2015-03-10,73
2015-03-11,71
2015-03-12,68
2015-03-13,53
2015-03-14,37
2015-03-15,42
2015-03-16,64
2015-03-17,64
2015-03-18,66
2015-03-19,68
2015-03-20,57
2015-03-21,34
2015-03-22,41
2015-03-23,69
2015-03-24,69
2015-03-25,66
2015-03-26,68
2015-03-27,58
2015-03-28,37
2015-03-29,42
2015-03-30,69
2015-03-31,75
2015-04-01,67
2015-04-02,68
2015-04-03,53
2015-04-04,35
2015-04-05,40
2015-04-06,67
2015-04-07,72
2015-04-08,71
2015-04-09,75
2015-04-10,59
2015-04-11,38
2015-04-12,47
2015-04-13,75
2015-04-14,83
2015-04-15,84
2015-04-16,80
2015-04-17,63
2015-04-18,37
2015-04-19,48
2015-04-20,78
2015-04-21,75
2015-04-22,82
2015-04-23,77
2015-04-24,62
2015-04-25,39
2015-04-26,47
2015-04-27,79
2015-04-28,81
2015-04-29,84
2015-04-30,82
2015-05-01,72
2015-05-02,39
2015-05-03,50
2015-05-04,86
2015-05-05,86
2015-05-06,77
2015-05-07,85
2015-05-08,66
2015-05-09,39
2015-05-10,44
2015-05-11,68
2015-05-12,71
2015-05-13,74
2015-05-14,76
2015-05-15,62
2015-05-16,33
2015-05-17,34
2015-05-18,57
2015-05-19,57
2015-05-20,53
2015-05-21,58
2015-05-22,49
2015-05-23,28
2015-05-24,28
2015-05-25,32
2015-05-26,48
2015-05-27,52
2015-05-28,52
2015-05-29,48
2015-05-30,30
2015-05-31,35
2015-06-01,47
2015-06-02,53
2015-06-03,46
2015-06-04,50
2015-06-05,47
2015-06-06,31
2015-06-07,32
2015-06-08,46
2015-06-09,47
2015-06-10,45
2015-06-11,42
2015-06-12,38
2015-06-13,27
2015-06-14,31
2015-06-15,41
2015-06-16,44
2015-06-17,45
2015-06-18,42
2015-06-19,37
2015-06-20,27
2015-06-21,28
2015-06-22,39
2015-06-23,38
2015-06-24,48
2015-06-25,41
2015-06-26,36
2015-06-27,28
2015-06-28,29
2015-06-29,42
2015-06-30,44
2015-07-01,43
2015-07-02,40
2015-07-03,28
2015-07-04,28
2015-07-05,30
2015-07-06,46
2015-07-07,45
2015-07-08,46
2015-07-09,43
2015-07-10,42
2015-07-11,30
2015-07-12,31
2015-07-13,45
2015-07-14,43
2015-07-15,45
2015-07-16,47
2015-07-17,39
2015-07-18,31
2015-07-19,31
2015-07-20,40
2015-07-21,42
2015-07-22,41
2015-07-23,40
2015-07-24,38
2015-07-25,28
2015-07-26,29
2015-07-27,38
2015-07-28,42
2015-07-29,40
2015-07-30,41
2015-07-31,38
2015-08-01,27
2015-08-02,28
2015-08-03,39
2015-08-04,39
2015-08-05,39
2015-08-06,39
2015-08-07,40
2015-08-08,29
2015-08-09,29
2015-08-10,42
2015-08-11,42
2015-08-12,44
2015-08-13,42
2015-08-14,39
2015-08-15,30
2015-08-16,27
2015-08-17,44
2015-08-18,44
2015-08-19,46
2015-08-20,47
2015-08-21,45
2015-08-22,30
2015-08-23,33
2015-08-24,50
2015-08-25,58
2015-08-26,55
2015-08-27,59
2015-08-28,53
2015-08-29,34
2015-08-30,41
2015-08-31,60
2015-09-01,67
2015-09-02,73
2015-09-03,71
2015-09-04,60
2015-09-05,34
2015-09-06,42
2015-09-07,45
2015-09-08,68
2015-09-09,76
2015-09-10,76
2015-09-11,67
2015-09-12,38
2015-09-13,47
2015-09-14,75
2015-09-15,90
2015-09-16,84
2015-09-17,93
2015-09-18,72
2015-09-19,38
2015-09-20,48
2015-09-21,84
2015-09-22,99
2015-09-23,88
2015-09-24,100
2015-09-25,72
2015-09-26,40
2015-09-27,49
2015-09-28,86
2015-09-29,93
2015-09-30,93
2015-10-01,80
2015-10-02,65
2015-10-03,38
2015-10-04,49
2015-10-05,80
2015-10-06,83
2015-10-07,90
2015-10-08,85
2015-10-09,63
2015-10-10,35
2015-10-11,43
2015-10-12,70
2015-10-13,81
2015-10-14,94
2015-10-15,85
2015-10-16,66
2015-10-17,41
2015-10-18,49
2015-10-19,88
2015-10-20,88
2015-10-21,86
2015-10-22,85
2015-10-23,64
2015-10-24,39
2015-10-25,47
2015-10-26,84
2015-10-27,91
2015-10-28,88
2015-10-29,87
2015-10-30,63
2015-10-31,40
2015-11-01,42
2015-11-02,82
2015-11-03,89
2015-11-04,84
2015-11-05,87
2015-11-06,62
2015-11-07,42
2015-11-08,45
2015-11-09,83
2015-11-10,82
2015-11-11,74
2015-11-12,81
2015-11-13,70
2015-11-14,38
2015-11-15,44
2015-11-16,75
2015-11-17,80
2015-11-18,81
2015-11-19,82
2015-11-20,65
2015-11-21,36
2015-11-22,39
2015-11-23,61
2015-11-24,60
2015-11-25,43
2015-11-26,30
2015-11-27,30
2015-11-28,34
2015-11-29,41
2015-11-30,59
2015-12-01,77
2015-12-02,64
2015-12-03,65
2015-12-04,55
2015-12-05,35
2015-12-06,38
2015-12-07,69
2015-12-08,73
2015-12-09,74
2015-12-10,75
2015-12-11,64
2015-12-12,37
2015-12-13,36
2015-12-14,69
2015-12-15,72
2015-12-16,70
2015-12-17,57
2015-12-18,41
2015-12-19,24
2015-12-20,24
2015-12-21,32
2015-12-22,31
2015-12-23,25
2015-12-24,20
2015-12-25,18
2015-12-26,16
2015-12-27,18
2015-12-28,23
2015-12-29,24
2015-12-30,23
2015-12-31,21
2016-01-01,22
2016-01-02,25
2016-01-03,28
2016-01-04,37
2016-01-05,47
2016-01-06,51
2016-01-07,52
2016-01-08,48
2016-01-09,28
2016-01-10,33
2016-01-11,53
2016-01-12,55
2016-01-13,67
2016-01-14,61
2016-01-15,58
2016-01-16,34
2016-01-17,34
2016-01-18,44
2016-01-19,67
2016-01-20,73
2016-01-21,79
2016-01-22,60
2016-01-23,36
2016-01-24,43
2016-01-25,71
2016-01-26,79
2016-01-27,78
2016-01-28,84
2016-01-29,72
2016-01-30,39
2016-01-31,47
2016-02-01,85
2016-02-02,86
2016-02-03,86
2016-02-04,89
2016-02-05,82
2016-02-06,44
2016-02-07,47
2016-02-08,79
2016-02-09,94
2016-02-10,100
2016-02-11,97
2016-02-12,72
2016-02-13,42
2016-02-14,43
2016-02-15,59
2016-02-16,82
2016-02-17,91
2016-02-18,90
2016-02-19,77
2016-02-20,41
2016-02-21,46
2016-02-22,90
2016-02-23,89
2016-02-24,89
2016-02-25,86
2016-02-26,81
2016-02-27,40
2016-02-28,45
2016-02-29,84
2016-03-01,88
2016-03-02,87
2016-03-03,85
2016-03-04,71
2016-03-05,39
2016-03-06,45
2016-03-07,82
2016-03-08,82
2016-03-09,87
2016-03-10,85
2016-03-11,63
2016-03-12,42
2016-03-13,49
2016-03-14,70
2016-03-15,78
2016-03-16,76
2016-03-17,71
2016-03-18,49
2016-03-19,34
2016-03-20,37
2016-03-21,63
2016-03-22,64
2016-03-23,66
2016-03-24,60
2016-03-25,47
2016-03-26,35
2016-03-27,39
2016-03-28,64
2016-03-29,72
2016-03-30,70
2016-03-31,67
2016-04-01,53
2016-04-02,40
